Formula,x_Hf,x_Zr,x_Ta,x_Nb,x_Ti,x_C,x_B,x_N,x_Si,Tm_K,OxRes,Toughness
C0.336Hf0.044Nb0.029Si0.141Ta0.181Ti0.146Zr0.124,0.04370141914129043,0.12380106988924798,0.1805888962732037,0.029034342624642762,0.1461206781021001,0.33603963802162307,0.0,0.0,0.14071395594789188,2918.995411942287,0.2718100431158662,1.2142779265364634
B0.084C0.034Hf0.584N0.117Nb0.032Si0.031Ti0.083Zr0.035,0.5844547206442479,0.03513340700919555,0.0,0.03245883436295638,0.083392961563944,0.033726055221801665,0.0837339935729741,0.11653213769106419,0.03056788993381631,2195.3368193429014,0.3014506513368683,0.9682525715745998
N0.032Nb0.329Si0.199Ta0.095Ti0.317Zr0.030,0.0,0.02953277133395851,0.0947272070725947,0.3285258314830224,0.3166212193772439,0.0,0.0,0.03181299414266659,0.19877997659051386,2230.9551612312493,0.427027028476903,1.1047995958024004
C0.510Hf0.070N0.042Nb0.057Ta0.216Ti0.105,0.06981555222881441,0.0,0.21596478165729133,0.056750380944591526,0.10505373786738961,0.5100618669364229,0.0,0.04235368036549029,0.0,3326.3105695032077,0.15606683155422965,1.0022978946166865
B0.019C0.011Hf0.071Nb0.030Si0.142Ta0.665Ti0.062,0.07059972670247623,0.0,0.6649836187155721,0.030051992249196382,0.06211167820052867,0.010958358665758953,0.01946830181429409,0.0,0.14182632365217349,2901.9839627075376,0.29859051147824767,0.887990909566518
C0.013Hf0.528N0.081Nb0.056Si0.023Ta0.020Zr0.279,0.5282864742293274,0.27867079371888476,0.01989478099542652,0.05630910629520184,0.0,0.01257610792277875,0.0,0.08110984220895709,0.02315289462942373,2251.946346985549,0.18112441213070588,0.8862450282222707
Hf0.193N0.062Nb0.215Si0.332Ta0.066Ti0.045Zr0.086,0.19295860075657656,0.08614209467167488,0.06615358085063784,0.2153012741484121,0.04462027895040743,0.0,0.0,0.06247329057844695,0.3323508800438443,2132.449861393305,0.6224840420234828,1.243134811477841
B0.169C0.010Hf0.114Nb0.014Si0.223Ti0.133Zr0.337,0.11438135407056285,0.3373678959894242,0.0,0.01359253653773989,0.1328229359843886,0.010282715871312615,0.1686298469063158,0.0,0.22292271464025606,2112.1812237197905,0.6523975355035979,1.0400417390505343
B0.295C0.260Hf0.034N0.094Si0.042Ta0.038Zr0.236,0.03412206503172666,0.23630376939443065,0.037791703514854474,0.0,0.0,0.26017255133078726,0.2951818146340306,0.09434019724202757,0.04208789885214273,2510.543535921579,0.6481835458767897,1.0529088060721437
C0.087Hf0.066N0.024Nb0.044Si0.119Ta0.053Ti0.011Zr0.596,0.06597168978204156,0.5955402552819976,0.05251773105631126,0.04400291569841679,0.010811216586039228,0.08741133391052573,0.0,0.024497225300108776,0.11924763238455893,2303.598492116719,0.31392037965290176,0.9523856696642538
B0.110Hf0.059N0.108Nb0.232Si0.223Ta0.031Ti0.056Zr0.181,0.058808062478617744,0.18062509725716777,0.03124721768921543,0.23180340270457367,0.055863565558476304,0.0,0.11011293039707497,0.10805731507005119,0.22348240884482296,2038.0901105338207,0.6135074147578966,1.3509529919881702
B0.097C0.462N0.209Nb0.077Si0.030Ta0.023Ti0.102,0.0,0.0,0.02345333809085645,0.07735395867169367,0.10176598241612392,0.46181395849425316,0.09713660026145199,0.20895562185147243,0.029520540214148367,2556.7399831105627,0.30449759136054677,1.0762945522871397
B0.309Hf0.035Nb0.034Si0.183Ta0.024Ti0.360Zr0.055,0.03464662011055686,0.055084979092364435,0.024059584644878312,0.03435729591089598,0.3600250576107293,0.0,0.30872236797244107,0.0,0.183104094658134,2110.577949620182,0.7402884379555246,0.9519061443766185
B0.010C0.272Hf0.061N0.015Nb0.053Si0.378Ti0.149Zr0.062,0.061144155351644226,0.061910767294864825,0.0,0.052666350326902214,0.14890395809979798,0.2717414083866699,0.010321318623334847,0.014932049787178124,0.3783799921296078,2435.3568458237173,0.7130497922060968,1.091065371340698
B0.249C0.184Hf0.097N0.207Si0.035Ta0.013Ti0.214,0.09726351669459231,0.0,0.013126776771285976,0.0,0.21443883506118488,0.18438557918608695,0.24855101005982855,0.2074107497468516,0.03482353248016978,2083.151107543005,0.5565729102073452,1.1350985052863267
B0.051C0.024Hf0.435N0.091Nb0.043Si0.128Ta0.108Ti0.049Zr0.071,0.4353296544035983,0.07142140738841346,0.10777106105912465,0.042763345223087085,0.04867003348692319,0.023872919605016925,0.05143242070536978,0.09122781690317994,0.1275113412252868,2258.9630306547,0.39137353627996496,1.2538663597403557
B0.031C0.099Hf0.079N0.361Nb0.099Si0.074Ta0.076Ti0.181,0.07911235608980016,0.0,0.07597083650275818,0.0986934353047938,0.1811444535648949,0.09916969101758064,0.031220250534228635,0.3610090685116916,0.07367990847425211,1688.822791320707,0.279709744718325,1.3752930106145913
B0.150C0.024N0.063Si0.334Ta0.411Ti0.018,0.0,0.0,0.4112582087969055,0.0,0.018480539834758638,0.023728543416494326,0.15035215347537612,0.06257438875892836,0.33360616571753704,2409.1961966924687,0.8452181208898525,0.974567785149229
B0.092C0.486Hf0.056N0.036Nb0.221Ta0.109,0.0562067898334831,0.0,0.1090154666618323,0.22123642662756599,0.0,0.48560996407717744,0.09167487364361518,0.036256479156325926,0.0,3252.018952534985,0.28438879780271453,1.0168807219699931
B0.270Hf0.281N0.102Nb0.081Si0.137Ta0.012Ti0.104Zr0.013,0.2814524797046105,0.012889673681874466,0.01160782681900734,0.08083155645456742,0.10446898149948555,0.0,0.26957155429153845,0.10190224268333622,0.13727568486558,2069.5735380545007,0.7233852646307274,1.1529943088977646
B0.019C0.052Hf0.564N0.055Nb0.048Si0.084Ti0.022Zr0.156,0.5644915596653752,0.15577791925465778,0.0,0.047995807006050065,0.021528166318321044,0.0520699624744668,0.0190618066323328,0.055468255567830756,0.08360652308096546,2338.6037652904615,0.28400032064663017,0.9789411843640798
B0.138Hf0.024N0.092Nb0.207Si0.311Ta0.118Ti0.111,0.02382075693561379,0.0,0.11775836208003865,0.20664882899816728,0.11130037213937122,0.0,0.13760685807330844,0.09221335895244873,0.31065146282105194,2085.84608622411,0.7882271799843159,1.2601839124766125
B0.242C0.024Hf0.061Nb0.030Si0.284Ta0.168Zr0.192,0.06077154947979404,0.1921251568335672,0.1675827972848557,0.029682145520120343,0.0,0.02423971142350993,0.24205069670983873,0.0,0.2835479427483141,2338.534433384473,0.8547278502262761,1.1086434950758899
B0.280C0.034Hf0.046N0.221Si0.067Ta0.201Ti0.015Zr0.137,0.045612304808363244,0.13650084294717163,0.20074823618762647,0.0,0.01490191386310637,0.03399121023259532,0.2804060957029281,0.22052445856184316,0.06731493769636568,2041.7804242778693,0.6546566452936012,1.2313499156374
B0.066C0.038Hf0.202N0.029Nb0.028Ta0.349Ti0.018Zr0.270,0.2023711482912974,0.26967281877778415,0.34882992744779373,0.027812689874092276,0.018288595958865655,0.038419499614881794,0.06598400032265184,0.028621319712633188,0.0,2668.401941708565,0.2354056940505854,1.1739349959945076
B0.036C0.174N0.027Nb0.160Ta0.262Ti0.209Zr0.132,0.0,0.13209269084273284,0.26172832817152686,0.1602953921925704,0.20878276072109772,0.1737154406284812,0.03604414587623183,0.027341241567359075,0.0,2782.573948060192,0.18990358927569437,1.295293023934197
B0.094C0.043Hf0.310N0.060Nb0.091Si0.189Ta0.065Ti0.107Zr0.042,0.3095500566356177,0.041841017571388,0.06511281075122247,0.09095977156810174,0.10684681984812769,0.042815072911783734,0.09364483547137092,0.06005846324614167,0.1891711519962461,2258.801091594188,0.5471818745854057,1.3544015001167082
B0.189C0.355Hf0.122N0.188Si0.135Ta0.011,0.12183677061774417,0.0,0.010770770863200602,0.0,0.0,0.3549778198010489,0.18929924809124585,0.18817442686658647,0.13494096376017403,2422.6782861530096,0.6239902822176439,1.0509292273204254
B0.013Hf0.033N0.278Nb0.128Si0.054Ta0.032Ti0.345Zr0.116,0.03316283044444446,0.11645162895655256,0.03225214010176613,0.1276400956760946,0.3449615924670256,0.0,0.013363911113511186,0.27788512513983893,0.05428267610076648,1624.6213537990182,0.2145842867164662,1.2356628764817976
B0.040C0.032Hf0.111N0.075Nb0.244Si0.100Ta0.060Zr0.339,0.1112951367636149,0.3389137719226599,0.05977018676999496,0.24367676556577614,0.0,0.031683724461152404,0.039621509365078016,0.07512430532274025,0.09991459982898329,2277.7552713445248,0.34065454740866885,1.2911274648754107
C0.130Hf0.240N0.185Si0.116Ta0.172Zr0.157,0.240030904099671,0.15724203569075504,0.17179629117517378,0.0,0.0,0.12987119575240938,0.0,0.1852301286115506,0.11582944467044007,2272.9097749705443,0.33496863412584044,1.2803352083706998
B0.020Hf0.043Nb0.080Ta0.402Ti0.143Zr0.312,0.04327852969398099,0.31162111702167583,0.4017693046603637,0.08025157716541802,0.14337762581894553,0.0,0.019701845639615953,0.0,0.0,2638.6741890947696,0.02699790972134397,1.0589777754701644
B0.046C0.126Hf0.045N0.288Nb0.054Si0.134Ta0.107Zr0.201,0.045027125914991466,0.20078482865592223,0.10663439893216167,0.05416258509650742,0.0,0.12554259602050508,0.045509857138898144,0.28824992614142414,0.13408868209958988,1932.2212740301056,0.4007481924753089,1.38542126341027
B0.059C0.051N0.084Nb0.227Si0.473Zr0.106,0.0,0.10572198707570003,0.0,0.22671212723982787,0.0,0.0509683989385871,0.0594673356231438,0.08395312406444436,0.4731770270582968,1993.9027178960228,0.9281292712610282,1.0313550120052302
B0.022C0.133Hf0.202Nb0.060Si0.056Ta0.199Ti0.314Zr0.014,0.20194695138969185,0.014353313828762438,0.19941648071440338,0.06038100613443202,0.3139985375289595,0.13260427561231902,0.021695575697508636,0.0,0.05560385909392315,2665.157178578931,0.17389851116020585,1.2364064127463308
B0.661C0.028Hf0.016N0.051Nb0.039Si0.057Ti0.051Zr0.097,0.01642530757444879,0.09710715344876905,0.0,0.038670398753506814,0.05075921998151752,0.02808586597911369,0.6608995729861145,0.050844647256885235,0.05720783401964458,2216.748322753291,1.0,0.7201280155919557
B0.260C0.076Hf0.018Si0.014Ta0.507Ti0.101Zr0.025,0.01754669714558971,0.024767474837549416,0.507115005771908,0.0,0.10054263211809525,0.07588161261324271,0.26001205448614634,0.0,0.014134523027468596,2920.6453001045443,0.47895727037187463,0.9513155890693972
C0.040Hf0.029N0.557Si0.157Ta0.106Ti0.111,0.02929312650054155,0.0,0.1055319094851864,0.0,0.11124145595379077,0.03987766636923845,0.0,0.5566603950069235,0.15739544668431937,1102.0915535948902,0.3859402343589533,1.0339350322558494
B0.072C0.287Hf0.154N0.174Nb0.014Si0.267Zr0.032,0.15421327189294562,0.03216187537867697,0.0,0.013997036893430076,0.0,0.2871500353057036,0.07197191988529845,0.17380340372585443,0.26670245691809097,2262.876080881109,0.6464048263069355,1.1406821223081476
B0.012C0.050Hf0.186N0.169Ta0.563Zr0.020,0.18594226723132679,0.01969458339298254,0.5632291026420774,0.0,0.0,0.050254493279972084,0.011505026633041374,0.16937452682059986,0.0,2628.3801106637825,0.17879147656200248,0.9567364252676644
B0.190C0.104Hf0.027N0.250Nb0.090Si0.161Ta0.137Zr0.042,0.02690892896930026,0.041788381226052655,0.13684603641576762,0.08956009171500724,0.0,0.10408947113258654,0.19035660313209574,0.24951576073963255,0.1609347266695574,2011.02382879763,0.6582873783200566,1.3641574985537699
B0.113C0.034N0.166Si0.379Ti0.308,0.0,0.0,0.0,0.0,0.3084438133701181,0.033747378403496536,0.11337006520747965,0.1656002729284556,0.3788384700904501,1645.8636726184166,0.8483276595642301,0.9384125510791168
B0.048C0.474Hf0.037N0.066Si0.096Ta0.224Ti0.054,0.037408817343018305,0.0,0.2240326558729227,0.0,0.05354293064682283,0.4737120387745243,0.048432625866246214,0.06637818211099407,0.09649274938547156,3137.0955883540923,0.34889915927492443,1.0753701280815304
B0.013C0.024Hf0.085N0.054Nb0.142Si0.290Ta0.027Ti0.328Zr0.037,0.08468882921166114,0.037163163842563254,0.026830680241700416,0.14223719443632035,0.3281544673097629,0.024272804063621128,0.012791540351127105,0.05429382525694767,0.28956749528629605,2026.8527594903005,0.5764964468401149,1.2173018277761007
B0.066C0.065Hf0.118Nb0.254Si0.061Ta0.326Ti0.075Zr0.035,0.11763937742717356,0.034961002936578625,0.3261608123993013,0.2536424967035719,0.07520950984719743,0.0653334089353028,0.06607546899441032,0.0,0.060977922756464124,2818.9464493446712,0.2485294465993698,1.358122639447637
B0.352C0.256Hf0.015N0.029Nb0.169Si0.100Ta0.043Zr0.036,0.015347160987142224,0.03590193124465805,0.04310129869382892,0.1689356084038389,0.0,0.2563633716258687,0.3515358017051373,0.029246722755456547,0.09956810458406934,2711.120853410455,0.8080062430513869,1.081952854499281
B0.284C0.332Hf0.011Si0.015Ta0.176Ti0.070Zr0.112,0.011485346642472178,0.11158758924982161,0.1760509918824817,0.0,0.07030890765237124,0.3315112616054968,0.28357449967201365,0.0,0.015481403295342845,2997.091817050504,0.516321258552487,1.0226803455552818
B0.016C0.127Hf0.276N0.046Nb0.057Si0.016Ta0.022Ti0.373Zr0.068,0.2756422458352929,0.06836939706068072,0.021687721638959524,0.05667366079984331,0.3731313523794574,0.12673324318461096,0.015828713138416245,0.04556715116913973,0.016366514793599164,2373.1053957674717,0.1712507352820032,1.1555370255721384
B0.168Hf0.029N0.311Nb0.145Si0.218Ta0.079Ti0.049,0.029338154411237938,0.0,0.07900449185095436,0.14532435979803626,0.04870327286628109,0.0,0.167866083078602,0.31149869796346036,0.21826494003142805,1614.137017950095,0.6950362333078205,1.2569871126232692
Hf0.026Nb0.368Si0.108Ta0.192Zr0.306,0.02646344597385923,0.305522149283981,0.19224982405818364,0.3678406193068254,0.0,0.0,0.0,0.0,0.10792396137715068,2542.59987637525,0.14869976584972946,1.0515177118769639
B0.239N0.024Nb0.061Ta0.540Ti0.137,0.0,0.0,0.5396379747851928,0.06056840697927506,0.13666272943034896,0.0,0.23868557390191453,0.02444531490326855,0.0,2769.7891164037474,0.4905188767884686,0.8825812334877509
C0.070Hf0.145N0.171Nb0.070Si0.440Ti0.103,0.1454906292327633,0.0,0.0,0.06995062627047954,0.10300579491941693,0.07039652859911973,0.0,0.1710107742334013,0.44014564674481926,1789.9110797419792,0.8054331153206143,1.0960550820914086
B0.019Hf0.532N0.018Nb0.030Si0.185Ti0.215,0.5318379805297448,0.0,0.0,0.0304174319284916,0.21511535256827474,0.0,0.019360296822651814,0.018494859451731363,0.18477407869910553,2192.5881285254973,0.4312190934639285,0.8292640759465002
B0.230C0.017N0.272Ta0.026Ti0.392Zr0.062,0.0,0.062386758436713034,0.026381917837489118,0.0,0.3922786668412648,0.017244137079876404,0.22957593641959445,0.27213258338506224,0.0,1619.4145124907438,0.49181490988093646,0.9481217831451876
Hf0.066N0.063Si0.020Ta0.041Zr0.810,0.06596242445084771,0.8104227154075496,0.04055000469696317,0.0,0.0,0.0,0.0,0.06337627491797672,0.019688580526662874,2097.338598999273,0.18922622842549483,0.5005539252200817
B0.034C0.079Hf0.080N0.044Si0.616Ta0.042Zr0.105,0.08013441720752722,0.10481334591137782,0.042157289603146325,0.0,0.0,0.07915857923624425,0.033873617603280164,0.04358121209444863,0.6162815383439757,1999.047803290348,1.0,0.8930688095164658
B0.759Hf0.080N0.129Ta0.033,0.07953196590095463,0.0,0.03280345578550502,0.0,0.0,0.0,0.7587153486820781,0.1289492296314622,0.0,2099.381920817928,1.0,0.44640699315779686
B0.011N0.024Nb0.229Si0.290Ta0.178Ti0.232Zr0.036,0.0,0.036246652039012846,0.17788611250492012,0.22929955993308668,0.23192665040172908,0.0,0.011330884531298345,0.023751787304340077,0.28955835328561286,2260.6543272440413,0.5654739977545535,1.1803885312200182
B0.041Hf0.103N0.048Nb0.192Si0.088Ti0.136Zr0.392,0.1031717664402812,0.39185314740974775,0.0,0.19178304111835429,0.1361587487688081,0.0,0.04109331134541765,0.048217244572189795,0.08772274034520132,2145.554473299345,0.3164720864170554,1.1760422303657672
B0.385C0.060Hf0.152N0.079Nb0.034Ta0.113Ti0.140Zr0.037,0.1520302706445477,0.03685465824747227,0.11333614260836036,0.03354796451149278,0.13994647244353786,0.059808327170790376,0.385347358776436,0.0791288055973627,0.0,2351.5207112400412,0.7144507317312617,1.1397473364063186
C0.054Hf0.058N0.192Nb0.012Ta0.575Ti0.085Zr0.023,0.05810516849941279,0.02308463977094517,0.5752928917557276,0.01153312593855777,0.08540795082408036,0.054175370293881094,0.0,0.1924008529173951,0.0,2540.5468979340476,0.1511205905942564,1.0411210494276897
B0.026C0.136Hf0.157N0.116Nb0.414Ta0.078Ti0.073,0.1570424773077475,0.0,0.07827801951765355,0.4141446670192157,0.07299853209073764,0.1361827145678957,0.02557544701523972,0.1157781424815101,0.0,2547.9925558000105,0.17601288702827025,1.2687653171867985
C0.075Hf0.303N0.025Ti0.486Zr0.111,0.3025364783045645,0.11142247489951633,0.0,0.0,0.4859547509297292,0.0748875543098233,0.0,0.025198741556366668,0.0,2246.8274038620916,0.18414531493586164,0.8343820508922932
C0.108Hf0.014N0.467Nb0.102Ta0.288Ti0.021,0.01371354494211791,0.0,0.2876635682971494,0.10245739800504576,0.02117608181650779,0.10831975957879209,0.0,0.4666696473603871,0.0,1782.911948373413,0.15606683155422965,1.07555664666856
B0.094C0.059Hf0.062N0.094Nb0.123Si0.322Ta0.219Ti0.029,0.061729402401117316,0.0,0.2187293857099362,0.1230051105250776,0.029214407425776932,0.05850690062141698,0.0935148871684963,0.09364243951268172,0.3216574666354969,2276.8744826501256,0.7451180369115936,1.3312411233240526
B0.193Hf0.344Nb0.087Si0.094Ta0.173Ti0.079Zr0.030,0.3435782508362485,0.02991774299095438,0.17341566216714502,0.08732221147056465,0.07879253031712934,0.0,0.19274582175253938,0.0,0.09422778046541873,2500.004166041774,0.4330091473365991,1.172191282619363
B0.248C0.043Hf0.012N0.452Nb0.050Si0.161Ti0.020Zr0.014,0.012443818209324473,0.013878610617372037,0.0,0.05010304451071569,0.01996313933495159,0.042590668524265074,0.24835028998523676,0.45181657227641225,0.16085385654172213,1294.4124094978931,0.7438040458671211,1.0458870989429945
Hf0.116N0.268Nb0.056Si0.108Ta0.043Zr0.408,0.11637478220605675,0.407555289659368,0.043441060801847724,0.05595098906627066,0.0,0.0,0.0,0.26823103630657646,0.10844684195988048,1735.8260671440528,0.30187357023765526,1.0974219828852605
B0.168C0.057Hf0.017N0.388Nb0.041Si0.049Ti0.226Zr0.055,0.01692963772297777,0.05479511392806232,0.0,0.04074246596148684,0.2257499636980714,0.056836732627020894,0.1678556284114201,0.38845954401376576,0.04863091363719494,1448.4533313849397,0.45472763914960523,1.1871162252885037
B0.083C0.111Hf0.141N0.037Nb0.052Ta0.545Ti0.011Zr0.019,0.14144856592749816,0.018948049425148723,0.5454273412033365,0.052415960118468566,0.010986786294374133,0.11065604179892763,0.08342314419085556,0.03669411104139081,0.0,3043.8689661444814,0.261564409852891,1.1063896888820837
C0.024Hf0.193N0.330Nb0.051Si0.042Ta0.202Ti0.019Zr0.139,0.19339262021325698,0.13852080215891785,0.20228666441436516,0.05147081510550498,0.01879402570623006,0.023627800513171492,0.0,0.32973155292382433,0.04217571896472917,1849.759552742785,0.19831250952315713,1.3216317999344795
B0.651C0.044N0.229Nb0.025Si0.010Ti0.021Zr0.020,0.0,0.019900424477798637,0.0,0.024967495519865802,0.02095034343001315,0.04408398700258416,0.6506562253295928,0.22895466951915974,0.010486854720985745,1887.108128220137,1.0,0.6327623326029377
B0.031C0.605Hf0.014Nb0.091Ta0.058Zr0.201,0.013889310145024016,0.2010740052917981,0.05750327263333352,0.09129150442907175,0.0,0.6050784755439931,0.031163431956779588,0.0,0.0,3327.38530367567,0.12432893097855424,0.8075826202993086
B0.017C0.499Hf0.111N0.016Nb0.286Ta0.012Ti0.059,0.11132654149124865,0.0,0.012083215608208495,0.2859821757414457,0.05882121008730492,0.49862760454804694,0.017144467408956178,0.016014785114789213,0.0,3216.9507807148525,0.16336641761884493,0.934812927824936
B0.085Hf0.043N0.218Nb0.130Si0.026Ta0.454Ti0.044,0.0434035346729586,0.0,0.4536393701329933,0.130185163753384,0.043979426534206265,0.0,0.08459165406500528,0.21832190895617387,0.025878941885278534,2303.7904102014704,0.2815455925682011,1.2055747907971477
Hf0.041N0.380Nb0.018Si0.047Ta0.095Ti0.064Zr0.356,0.04064145348201365,0.3556509115253015,0.09519312795601581,0.017874409326146683,0.06361561288256097,0.0,0.0,0.3799365456952241,0.04708793913273723,1547.7703558732708,0.1945896306568222,1.1086391631399253
B0.252C0.036N0.228Si0.121Ta0.062Ti0.020Zr0.280,0.0,0.2798193748039853,0.062485154850335387,0.0,0.02037412618388849,0.03578454285076369,0.25170280467818357,0.2284535240768428,0.12138047255600076,1837.7523500532398,0.6891472236906636,1.1233308553776664
B0.041C0.284Hf0.279Nb0.124Ta0.148Ti0.072Zr0.053,0.2789871916285846,0.05306163917317418,0.14801516663951442,0.12357329335406407,0.07213234704936314,0.2835510890843216,0.040679273070977975,0.0,0.0,3059.4924101382862,0.12734880064551388,1.220195031462907
C0.034Hf0.323N0.073Si0.078Ta0.454Ti0.022Zr0.016,0.32264508988757273,0.016021638535660715,0.4539126497062326,0.0,0.02248117683379031,0.03442450267947583,0.0,0.07297808814003073,0.077536854217237,2671.4472063219127,0.2644434916614897,1.0414210489858597
B0.357C0.071Hf0.010N0.077Si0.130Ti0.039Zr0.316,0.010055898730254927,0.3164939585155786,0.0,0.0,0.038611089095611666,0.07112134451728995,0.3570200789898661,0.0770363752846467,0.1296612548667519,2126.4899877525663,0.8706565361115021,0.963538201430679
B0.011C0.028Hf0.134Nb0.519Si0.074Ti0.063Zr0.171,0.13351986271476735,0.17080920316329326,0.0,0.5194865546104169,0.0633389855005675,0.027943003889566324,0.011261300587163235,0.0,0.07364108953422534,2510.1079301577774,0.192422278365823,1.0731631756075237
B0.077C0.543Hf0.107N0.075Si0.043Ti0.115Zr0.040,0.10684330697798047,0.04022818175093197,0.0,0.0,0.11491437946715335,0.5427642159908584,0.07653589687942698,0.07540603575259706,0.04330798318105162,2958.5569528753367,0.32040035541729306,0.9837721742795787
B0.045C0.464Hf0.036N0.034Nb0.126Si0.017Ta0.156Ti0.015Zr0.107,0.03649374545586853,0.10693787610695324,0.15618713301758383,0.12607691062959583,0.014615613853645666,0.46359053935582917,0.04516093708442194,0.03413255051852314,0.016804693977578562,3198.5763604605636,0.2159063399769808,1.1766833430483885
B0.028Hf0.142N0.021Nb0.486Si0.060Ta0.074Ti0.105Zr0.084,0.14174809002102967,0.08377553459880124,0.0737160065326142,0.48619223314684257,0.10456939856127598,0.0,0.02848556297472415,0.02130992733411212,0.06020324683060008,2487.3845610963535,0.24614762060303605,1.2263205601847504
C0.026Hf0.178Nb0.511Ta0.097Ti0.077Zr0.111,0.1776516718123538,0.11099582783397181,0.09721137242880931,0.5112898366135235,0.07686130008782548,0.025989991223516182,0.0,0.0,0.0,2661.781799846017,0.06899178152271845,1.0850017375177523
B0.017C0.357Hf0.105Ta0.372Ti0.046Zr0.103,0.1054096042472586,0.10325722754220074,0.37199087402087755,0.0,0.045516195928602426,0.35729241285336116,0.01653368540769952,0.0,0.0,3350.5994883566755,0.10368596631153243,1.02763390085851
B0.035C0.296Hf0.129N0.060Nb0.067Si0.107Ta0.218Ti0.058Zr0.031,0.12917983274301745,0.031049721286868746,0.21779265067311523,0.06686515556112933,0.057948580025740555,0.2961953146462272,0.034726376854453296,0.05968930776606994,0.1065530604433782,2890.937247727235,0.33487704933072726,1.389116549532761
B0.212C0.243Hf0.041N0.101Nb0.248Ta0.037Ti0.017Zr0.103,0.04066374484774459,0.10258817116490805,0.03684384566268046,0.24805493542673862,0.016521267237868606,0.24294939589808073,0.21174546730403618,0.10063317245794279,0.0,2612.7665727075687,0.4540478945226619,1.25393370516683
C0.593Nb0.332Si0.023Ta0.010Ti0.042,0.0,0.0,0.010211795291775076,0.3320612350981605,0.04200443930580629,0.5926149803372084,0.0,0.0,0.023107549967049838,3338.291822925451,0.09147765063128946,0.6825797700178627
B0.136Hf0.312Nb0.153Si0.194Ta0.139Zr0.067,0.31200763068315696,0.06653288451168707,0.1387197156645237,0.15265472924983517,0.0,0.0,0.136233062333727,0.0,0.19385197755707004,2446.701220266893,0.5053616541788969,1.1733162689834171
B0.011C0.506Hf0.020N0.029Nb0.048Si0.134Ti0.253,0.019978497710730257,0.0,0.0,0.04756584427334017,0.25276434930239017,0.5063804074760752,0.010763856800639703,0.028688227899992935,0.13385881653683163,2868.7865793116025,0.34407381232169365,0.904632827021602
B0.029C0.407Hf0.014N0.035Nb0.023Si0.273Ta0.011Ti0.207,0.01441570598544164,0.0,0.011281406237494658,0.02275773207357907,0.20688619600057706,0.406841917939203,0.02893654629984969,0.03540144885459599,0.27347904660925887,2633.6278229247746,0.5759828955692669,0.986563717241153
B0.077C0.095Hf0.158N0.031Nb0.010Si0.186Ta0.321Ti0.011Zr0.112,0.15812044554558746,0.11180175730112261,0.32091650812025635,0.01035589468502716,0.010781029549533958,0.09466879581912603,0.07654121261629036,0.030876601409454814,0.18593775495360126,2638.886982287876,0.5166763447388175,1.312522146549135
B0.071Hf0.445Nb0.136Si0.026Ta0.091Ti0.087Zr0.144,0.4452200405655526,0.14372354160166495,0.09075733192537366,0.13584737134836722,0.08744018705211941,0.0,0.07114018654401173,0.0,0.025871340962910386,2474.2116648925844,0.14806603527004514,1.1245276348059965
B0.195Hf0.085Nb0.522Si0.026Ta0.019Ti0.101Zr0.051,0.0850929654564391,0.05136905265369282,0.019014354482340134,0.5221135313744187,0.10143331813254249,0.0,0.1945586906775892,0.0,0.026418087222977595,2519.3935010495306,0.33401391086051213,1.031172464828783
B0.054C0.130Hf0.082N0.214Nb0.019Si0.050Ta0.096Zr0.356,0.08204971441167573,0.35553472374752054,0.09577349080489239,0.018761085142819933,0.0,0.1297101481784838,0.05401352582136131,0.21395016890362253,0.050207142989623824,2125.7568859558073,0.28768138683405464,1.264363925457994
B0.193C0.057Hf0.015N0.139Nb0.193Si0.039Ta0.050Ti0.031Zr0.283,0.015210692789695114,0.2829484010373595,0.04956389386615652,0.19279756193396566,0.03146019012162303,0.05712658484033422,0.19301849909612728,0.13914742811753253,0.03872674819720613,2173.2001950386375,0.4705757643239802,1.3105531176676135
B0.113Hf0.152N0.037Si0.115Ta0.091Ti0.135Zr0.356,0.15163623446805613,0.3562939090139324,0.09136514196401849,0.0,0.1348623061896634,0.0,0.11342937996701394,0.03744603507329863,0.11496699332401707,2173.170427264468,0.468532243235933,1.1785977203682643
B0.460C0.042Hf0.029N0.125Nb0.063Si0.056Ta0.186Zr0.040,0.02922360796150907,0.039518066318958746,0.18563898819286992,0.06308590771505249,0.0,0.04158212021145618,0.4598336055999463,0.12470750175816388,0.05641020224204349,2296.820617631151,0.9057160953805615,1.0626251864988676
Hf0.116N0.076Nb0.490Si0.019Ta0.141Zr0.158,0.1155689665247294,0.15817350649737932,0.14057551330370416,0.49019028496088224,0.0,0.0,0.0,0.07615747750882745,0.01933425120447753,2483.6390485836378,0.16820468410455078,1.1286861938804904
B0.053C0.092N0.084Si0.657Ti0.114,0.0,0.0,0.0,0.0,0.11379430737123072,0.09195487593231211,0.05299826191807955,0.0841684215676665,0.6570841332107111,1811.8930597295368,1.0,0.7435455209216879
C0.333Hf0.017N0.074Nb0.191Si0.146Ta0.024Ti0.158Zr0.056,0.016655111688497808,0.056414694899362385,0.024057289877147257,0.19111058525769248,0.1582273699918088,0.33284460301550045,0.0,0.07448214605689944,0.14620819921309133,2613.046151294007,0.3543612298957004,1.2645753800015918
C0.027Hf0.199N0.280Nb0.295Ta0.146Zr0.054,0.19860631437819573,0.053533150964412586,0.14592632737069225,0.29453486378216875,0.0,0.02732165873752171,0.0,0.280077684767009,0.0,2046.1358108426161,0.16612945888963307,1.2379183899411752
