Formula,x_Hf,x_Zr,x_Ta,x_Nb,x_Ti,x_C,x_B,x_N,x_Si,Tm_K,OxRes,Toughness,Roost_MatBERT_CosineSim,LitTheory_Gap_Flag,F_R_16,F_R_14,F_R_35,F_R_17,F_R_11,F_R_33,F_R_12,F_R_13,F_R_22,F_R_31,F_R_32,F_R_20,F_R_28,F_R_19,F_R_64,F_R_29,F_R_09,F_R_25,F_R_36,F_R_30,F_R_62,F_R_26,F_R_66,F_R_58,F_R_68
B0.014C0.171Hf0.129N0.313Si0.025Ta0.061Ti0.097Zr0.189,0.12949239580235353,0.18900714181809053,0.061089707027774984,0.0,0.0972975484211678,0.17147523912212478,0.013697196645107913,0.3130768885855361,0.02486388257784447,1938.9449277424128,0.19091671402908897,1.303504203270191,8.721493265362312e-06,0,0.09801713816640019,0.029403757631989873,0.010475372120488262,0.0006182126568448378,0.00373195230473938,0.0,0.0,0.009466812928769493,0.0222047395347054,0.059173767880852955,0.004699451380539,0.0,0.018389931532992194,0.007910652521890457,-0.027334406952574178,0.03241004483904642,0.016768280570633384,0.0032196837239534784,0.0008367577301514648,0.0025888679888121852,0.0285475156215469,0.011546390919824267,-0.14900523954577657,-0.025854888444692133,-0.08379785650818525
B0.404C0.011Hf0.278Nb0.057Si0.098Ta0.120Ti0.014Zr0.018,0.27765778858430334,0.017969730097622087,0.11992594151074365,0.05742334008258425,0.014463516501575823,0.010963307884431091,0.40405295608165503,0.0,0.09754341925708478,2473.8016351080146,0.8103439219811679,0.9749952408998559,0.2049253779177903,0,0.0,0.00012019411976882892,0.0013147850201125578,0.009514718640363417,0.014382231447238308,0.00688654812409554,0.0032974399862401266,0.00020919330959135615,0.003044047822759994,0.0,0.0017528289168490061,0.01594403762045473,0.00025990548779582077,0.03329837171376359,-0.03764013481824126,0.00019700768366035892,0.0770938475615257,0.02708369008187371,0.04845643117829163,0.007260722565933692,-0.028393169864162595,0.002155036800651276,0.012860329236230698,-0.08852841595020458,-0.02428392503088944
B0.098C0.107Hf0.539Si0.026Ta0.018Ti0.025Zr0.187,0.5390405643121498,0.18719707713399522,0.017874047361445287,0.0,0.025162975400145716,0.10700312890106199,0.09803313482480479,0.0,0.025689072066397343,2587.392788129682,0.25332071443825543,0.8965000226043685,-0.36038271226069885,1,0.0,0.011449669594617289,0.001912578993800417,0.0006599284236325563,0.00031948156907918925,0.0,0.0,0.0006331753309883384,0.057679026985994156,0.0,0.004808919205114145,0.0,0.0047104354469019016,0.00963483657625556,0.03885842664421722,0.020030672974470934,0.2905647299739609,0.013847451903326306,0.001752248894849512,0.018351516301486334,-0.16901752337380746,0.0033459694226171573,-0.08120773455348242,0.06833381825592805,-0.09236961111327639
C0.272Hf0.204N0.027Nb0.016Si0.217Ta0.201Zr0.063,0.2036922434247649,0.06342434168007118,0.2006885864944392,0.01643500732389413,0.0,0.27163217488442964,0.0,0.027207909061132615,0.21691973713126836,2851.903464723299,0.47177467588347277,1.1830620157718184,-0.045225097777018775,0,0.0007402703154788622,0.07378403843244537,0.05451347722396649,0.047054172357098564,0.040275908749135995,0.0032983183888580683,0.0002701094657364536,0.0,0.055329367088557554,0.0017256437206935795,0.013757991524964786,0.0033476835125064368,0.0,0.040878708412797296,-0.07884682766880406,0.017228091871170914,0.04149053003141368,0.04418486789937833,0.0,0.0,0.06403950936651531,0.012728541481113829,0.08212405175342133,-0.007635108314540593,0.16225509852668604
B0.011C0.038Hf0.164Si0.626Ti0.062Zr0.098,0.16437781619871208,0.09846617765846281,0.0,0.0,0.06238746197524378,0.037693333807362187,0.010774053536212122,0.0,0.626301156824007,1973.4975739265399,1.0,0.773629206823505,-0.027154605769101003,0,0.0,0.0014207874135132332,0.0,0.3922531390390894,0.0,0.0,0.0,0.0038921954117124885,0.006195947896503282,0.0,0.06166948097553345,0.0,0.0061430549145149475,0.0,-0.18324120935827992,0.0037115185032154676,0.027020066458257573,0.10295001644145738,0.0,0.0010608798695984523,-0.12539307420697413,0.0,-0.034697332159446315,-0.11857855923475347,-0.12783695315373017
B0.016C0.161Hf0.049N0.055Nb0.173Si0.015Ta0.212Ti0.263Zr0.057,0.04861579047960111,0.05721510576803689,0.21198435895041895,0.17290095193393593,0.262908059340754,0.16068284547972278,0.016457756432867968,0.05466035619179657,0.014574775422865772,2647.636482133001,0.1695066911675807,1.3830181600991354,0.1595084911915523,0,0.002987754539014074,0.025818976831460467,0.034062249993348254,0.00021242407862697213,0.04493736843962007,0.036652297457632606,0.02989473917966122,0.06912064766632144,0.007811723549508323,0.003127398060832211,0.0008338973173646498,0.008405716452943812,0.015042312422450561,0.010305787179686122,0.18439147165930567,0.009193485999231468,0.002363495083956474,0.000708564228245282,0.00348878694718365,0.0009416322750111304,0.0419559415219388,0.012128707518517719,-0.0021652059010056584,-0.05164547592854462,-0.10871333503451054
B0.160C0.037Hf0.050N0.078Nb0.087Si0.314Zr0.274,0.04979523458286758,0.2738308452317308,0.0,0.08745579321548076,0.0,0.03679027032256495,0.16032621785980578,0.0776346219432259,0.31416701684432424,2017.5821523772493,0.8501331131580465,1.1308809172885477,0.29139700373874733,0,0.006027134524267613,0.0013535239904074031,0.0,0.09870091447286192,0.0,0.0,0.007648515766948931,0.0,0.001831980141079233,0.021258754145959423,0.08602861976641271,0.004354881738795623,0.0,0.0,0.09997758629141729,0.01007431081873182,0.0024795653871628113,0.015644020301962835,0.0,0.043902263749357226,-0.07226014957968628,0.0,0.01663517725586538,-0.049084241272854594,-0.0010758930011357942
B0.163C0.170N0.014Si0.203Ta0.196Ti0.206Zr0.048,0.0,0.04771753254916123,0.19587725076570195,0.0,0.20586461336719108,0.17017150572427725,0.16319181111998524,0.014095545353351615,0.20308174112033162,2553.620041077333,0.6789326361998624,1.1944121009946556,0.08956144042155412,0,0.00019868439880839229,0.028958341360467724,0.03333272669993134,0.041242193576465386,0.038367897367529685,0.0,0.0,0.04238023903682307,0.0,0.000672604644196734,0.009690559592049758,0.0,0.009823351389069432,0.0,-0.05218341752349839,0.008120164363337977,0.0,0.0,0.03196556330965842,0.007787110558874467,0.09461074293931551,0.0093467790890526,-0.15596672376878687,0.11716977370644044,0.013221368157097575
C0.354Hf0.258Si0.035Ta0.011Ti0.070Zr0.272,0.2584867423103459,0.27227938373844307,0.01104991230641005,0.0,0.0698221978316897,0.3537315390694987,0.0,0.0,0.034630224743612534,2886.460028096956,0.12506828636119482,0.9517070068489915,0.19017087419626844,0,0.0,0.1251260017324763,0.0039087024867294215,0.0011992524657931138,0.00012210056197935228,0.0,0.0,0.004875139310047615,0.09143491318649957,0.0,0.009429096251914603,0.0,0.019011144996876127,0.0028562558348989345,0.16438729826862836,0.09631380546669412,0.06681539595021517,0.008951453979451537,0.0,0.0,-0.005973106362173311,0.0030086633131531666,-0.058686859940514674,0.08996197993054222,0.03986722488259935
B0.029C0.097Hf0.246Si0.376Ta0.023Ti0.229,0.24595134764234902,0.0,0.023472142590846796,0.0,0.22907746452894123,0.0967866983748024,0.028737541372378928,0.0,0.37597480549068174,2231.0947815856,0.6734055276020451,0.9763465485027778,-0.027968712020391084,0,0.0,0.009367664982294978,0.0022717911851506418,0.14135705436375598,0.0005509414778050441,0.0,0.0,0.05247648475500833,0.0238048188991362,0.0,0.0,0.0,0.0,0.005773005102272148,0.10167063504739106,0.0,0.060492065407087625,0.09247151009000322,0.0006745316688028374,0.0,-0.03239825779840194,0.0,0.01626607438765728,0.06379729458037954,0.0030093006374039347
B0.059C0.106Hf0.244Nb0.120Ta0.288Ti0.061Zr0.123,0.2441286134491326,0.12288487004074043,0.2877138900695401,0.11981209542060724,0.06066291687983771,0.10628704942215728,0.058510564717984694,0.0,0.0,2859.1511000232576,0.15409573811602392,1.2966293981892811,0.3494297941474064,0,0.0,0.011296936874868104,0.030580260453262335,0.0,0.08277928253894742,0.034471604050845844,0.014354938209076693,0.0036799894843700985,0.025947710003030686,0.0,0.0,0.02924956072946801,0.007454554657071096,0.07023919305273299,-0.1754101994973474,0.013061070255255552,0.059598779904596,0.0,0.01683430218517696,0.007190063141379882,-0.07982844552212123,0.03535568399011132,-0.060115623851206036,0.052677606542407565,-0.06909758900586623
B0.015C0.040Hf0.029N0.056Si0.443Ta0.019Ti0.017Zr0.380,0.029146511403715474,0.3803533858748245,0.019117618841046142,0.0,0.017018279114716352,0.04025787926274254,0.015179699539747916,0.05622639021516873,0.44270023574803835,1935.691826089187,0.8198949981263397,0.9007921401091948,0.21245119780642252,0,0.003161406956628422,0.0016206968427335557,0.0007696347910939675,0.19598349873136872,0.0003654833501515224,0.0,0.0,0.0002896218240263908,0.0011733767370209261,0.021385897893858526,0.1683825335943494,0.0,0.006472960083045175,0.0005572118955624372,0.08960894760598928,0.015312220685724007,0.0008495191270069161,0.01290316746965773,0.0002901997099225042,0.005773650116505635,0.08123510564390134,0.007271451056056238,0.21314382336113513,0.17811139781176738,0.18396103907699873
B0.020Hf0.453N0.026Nb0.028Si0.313Ta0.020Ti0.031Zr0.110,0.45261206535682424,0.109575629688024,0.019867088628724973,0.02833727189446951,0.030896301199298884,0.0,0.019867974507374455,0.02563008345282158,0.3132135852724624,2149.6833253580958,0.612736745564805,0.961270414058649,-0.23529242248786542,1,0.0006569011777985985,0.0,0.0,0.09810274999923008,0.00039470121058161314,0.000562979092223703,0.0008030009784210915,0.0009545814277977976,0.0,0.002808432533299529,0.03432057583307367,0.012825791158733732,0.0033854816589440266,0.008992084016874288,-0.0851550952046304,0.0,0.20485768170657015,0.141764247727985,0.00039471881041125667,0.0021770458172711647,-0.14922351836571793,0.0021769487465603202,-0.023785507595213418,-0.0782995527452058,0.03477381223984478
B0.288C0.197Nb0.109Ta0.302Ti0.070Zr0.035,0.0,0.035129239301419014,0.30222180548716954,0.10862791554063704,0.06953107190738972,0.1967214490497049,0.28776851871367976,0.0,0.0,2984.293850129527,0.49730301199730886,1.0885519929116518,0.44229362751999224,0,0.0,0.03869932851621564,0.05945351150985405,0.0,0.09133801971192454,0.03282972476099909,0.011800024034703774,0.0048345699605906,0.0,0.0,0.0,0.0,0.0024425736639188665,0.0,-0.18581960585836366,0.006910674859388992,0.0,0.0,0.08696992128801663,0.010109089157307733,0.04284692323632108,0.01061682212706569,-0.024008722960506268,-0.036951554850008186,0.044961143200590456
B0.062C0.351Hf0.133N0.179Nb0.209Si0.044Ti0.023,0.13323700446605027,0.0,0.0,0.20860544249711516,0.022614793697617878,0.35074670265469854,0.06170843066777338,0.17870968735655782,0.044377938660187015,2563.322142950213,0.2862693563074272,1.2014543722425493,-0.0357521871267481,0,0.031937152355078643,0.12302324942314351,0.0,0.0019694014397273214,0.0,0.0,0.04351623063941722,0.0005114288939858173,0.04673243998805648,0.0,0.0,0.027793964273630525,0.0,0.0,0.06793032721362753,0.0,0.0177520993590863,0.005912783611461443,0.0,0.0,-0.09154709937972609,0.0,-0.11874061699743443,-0.14120585878353648,-0.04693505662966272
B0.024C0.048Hf0.064N0.690Si0.015Ta0.047Zr0.111,0.06434012829157085,0.11095160207204359,0.047071012448447,0.0,0.0,0.04820303079147581,0.024294971026539842,0.6900531860197269,0.015086069350196008,930.2553044548217,0.20135053621263352,0.8797873855035986,-0.223464496284012,1,0.47617339953597576,0.002323532177483965,0.0022689654624384317,0.00022758948843892341,0.0022156802129218523,0.0,0.0,0.0,0.0031013891851660934,0.07656250650380661,0.0016738235633742007,0.0,0.0,0.003028554979747208,0.027859331588645883,0.005348203491042289,0.004139652108575796,0.000970639637407146,0.001143588883624916,0.0026955659576884767,0.006485651773549997,0.0052226042423083015,0.061543498052101166,-0.11931155013717665,-0.15419478770673364
B0.524C0.045Hf0.097N0.015Nb0.031Si0.190Ta0.080Ti0.018,0.09708638073565212,0.0,0.08020000454801338,0.030589435125499675,0.018150107563103635,0.04538953610301949,0.5236339996171946,0.015122833274010273,0.1898277030335069,2358.25262679239,1.0,0.880257386363502,0.45031859906614824,0,0.00022870008623351228,0.0020602099876473098,0.0036402410018943803,0.036034556838977286,0.006432040729501366,0.0024532728361862342,0.0009357135412971533,0.0003294264045522318,0.004406705783512378,0.0,0.0,0.002969817545082792,0.0,0.0077863281765494586,0.11791339360960369,0.0,0.009425765324348004,0.018429684650885358,0.04199544915079344,0.0,-0.03074114518703401,0.0,-0.18390913570008485,-0.06309946860236315,0.14998940065468647
B0.165N0.137Si0.176Ta0.030Ti0.235Zr0.257,0.0,0.25713014759596403,0.0298761607560473,0.0,0.23546758366554135,0.0,0.16528767985420934,0.13663514173226496,0.17560328639597314,1822.1256228196407,0.6383919981342111,1.1134086977220934,0.12429864833430415,0,0.018669161956196133,0.0,0.0,0.030836514193066166,0.0008925849815211808,0.0,0.0,0.05544498295728872,0.0,0.03513301416041276,0.045152898949332915,0.0,0.060545814541985654,0.0,-0.02762975143782216,0.0,0.0,0.0,0.0049381612943184385,0.0425004455167073,-0.1643845750436127,0.0076820616248031905,-0.10668944893197596,-0.20116203038948796,-0.02198748206157548
Hf0.528N0.111Nb0.017Si0.083Ta0.061Ti0.140Zr0.060,0.5284180362292032,0.059730514337079425,0.060589068862624745,0.017475411348421687,0.14003494412227088,0.0,0.0,0.11083794910381542,0.08291407599658462,2123.57023129007,0.24832883595259334,1.027341270997979,-0.3529013622693291,1,0.012285050961539977,0.0,0.0,0.0068747439983674104,0.0036710352656398834,0.0010588189015922156,0.0003053900017965455,0.01960978557532753,0.0,0.006620407708037927,0.004952500405059691,0.009234322547030521,0.008364359237587417,0.03201635678534413,-0.005275676776318055,0.0,0.27922562101232756,0.043813293213874165,0.0,0.0,0.06410122978830635,0.0036190162463693,0.03137323507706803,-0.07677805075756906,-0.027317825909211068
B0.167C0.052Hf0.306N0.048Si0.147Ta0.120Zr0.161,0.30561315142586354,0.16080499198613235,0.11989700024911759,0.0,0.0,0.05162451566235455,0.1673623225661444,0.04811345141344639,0.1465845666969411,2367.616415167637,0.613199309542158,1.1936005816398607,-0.2675531876193862,1,0.0023149042069140666,0.00266509061737269,0.006189624567229898,0.02148703519372997,0.014375290668736903,0.0,0.0,0.0,0.015777130922406023,0.007736883168964415,0.023571530072992293,0.0,0.0,0.03664210009264037,-0.013961018224819273,0.008301479827372888,0.0933993983244478,0.04479817137864685,0.02006624043040591,0.026912696939029347,-0.05850342419576943,0.019280036164220662,-0.038860467647021425,-0.21080127398068152,-0.052800302009324375
B0.063C0.051Hf0.075N0.015Nb0.500Si0.119Ta0.107Zr0.070,0.07469878417044033,0.07008373889713058,0.10717067526737993,0.5000105437794398,0.0,0.051145359117398995,0.06293979613861833,0.01539449105396538,0.11855661157562666,2617.2633188657487,0.40359499518894437,1.2228780211785946,0.09739454722085794,0,0.00023699035481062014,0.0026158477592477087,0.005481282673404297,0.014055670148294013,0.0114855536372662,0.05358646761765239,0.25001054389061106,0.0,0.00382049614203025,0.0010789034914803223,0.008308890610194748,0.037350179692724875,0.0,0.008005519141198361,-0.0628387796567925,0.0035844579941837684,0.005579908356542027,0.008856034740066463,0.006745300453366959,0.004411056238817555,-0.00973955884734216,0.007510921622868225,0.018334829877496676,-0.045275037680010906,0.08472411743548479
C0.192Hf0.029N0.264Nb0.016Si0.014Ta0.330Ti0.124Zr0.031,0.02924054168772585,0.030984337445046795,0.33032797105222744,0.01620263199103519,0.12371882207896359,0.19155648236494902,0.0,0.26430396195232914,0.013665251427723015,2353.573368448559,0.1555468082176479,1.2519068911140905,0.12818778449592494,0,0.06985658430369825,0.036693885936033024,0.06327646416151539,0.0001867390965828859,0.10911656845948121,0.005352182551304567,0.00026252528343691695,0.01530634693660625,0.0056012153081464134,0.008189283145193776,0.0004234087615079774,0.000473773736184745,0.0038333457315983138,0.009658968808174554,0.12779869361646035,0.005935250689381736,0.0008550092781916334,0.00039957935404559,0.0,0.0,0.03914516715782246,0.010234993322619864,0.08503971125286952,0.06694887598045332,0.018580180221369258
B0.130Hf0.095Nb0.025Si0.155Ta0.011Ti0.573Zr0.012,0.0945125818200284,0.011528459517125817,0.011312921423771067,0.02466070867450006,0.5731315509459163,0.0,0.12998557628028898,0.0,0.15486820133836943,2045.4646669587682,0.42982941043764955,0.839472770627106,-0.23345604099883954,1,0.0,0.0,0.0,0.02398415978578173,0.0001279821911404184,0.0002789846594891287,0.0006081505523285625,0.32847977468967143,0.0,0.0,0.0017853917896194823,0.0023307472463385713,0.006607323883067529,0.0010692134116877152,0.046150695034536525,0.0,0.008932628122287564,0.014636993550313273,0.0014705166106825094,0.0014985334539575814,0.054423646216121564,0.0001304205566543701,-0.12179854165174214,0.0005538846315755186,0.03622698016788639
B0.131C0.272Hf0.036N0.024Nb0.095Si0.073Ta0.042Ti0.091Zr0.235,0.035804025734959284,0.2354640101917983,0.041824691655261065,0.09516269472725516,0.09128584430713531,0.27231718742441446,0.13124602618560932,0.02392782178291858,0.07296769799064864,2663.57780788352,0.42927847964836696,1.3001952078056995,0.40157353498474524,0,0.0005725406552751129,0.07415665056674367,0.011389582396454071,0.00532428495005451,0.0017493048320576644,0.003980150364051185,0.009055938467752758,0.008333105370866548,0.009750051586615465,0.005634140872160674,0.017181266783342152,0.003407207571022718,0.02149453097430222,0.001497492336381704,0.013844763950514568,0.06412089699510418,0.0012819282588296267,0.002612537336677921,0.005489324576191429,0.03090371564740134,-0.0066651773533708825,0.009848209622183213,-0.0681937396809296,0.022542468464225057,-0.3895917286066144
B0.016C0.175N0.498Nb0.049Si0.079Ti0.062Zr0.120,0.0,0.12027866362139253,0.0,0.049338815284540455,0.06217474791066182,0.17524809782064354,0.015519182557998883,0.49828812840313286,0.07915236440162998,1432.5955874709682,0.2670761987856065,1.1282106239247254,-0.08757897012090288,0,0.24829105890749703,0.03071189578975385,0.0,0.006265096790368421,0.0,0.0,0.002434318693682003,0.0038656992777543462,0.0,0.059933430182733664,0.009520340612701537,0.0,0.007478295589691371,0.0,0.0606386414565315,0.021078607008058078,0.0,0.0,0.0,0.0018666265385725296,-0.1643237262704671,0.0,0.08420402369699499,0.11872714695082891,-0.1461993410642509
B0.019C0.027N0.128Nb0.095Si0.361Ta0.263Zr0.107,0.0,0.10711472159708288,0.26322029417212484,0.09484366951593895,0.0,0.02692683076171933,0.018832893362380313,0.12788116635906918,0.36118042423168445,2137.060440907743,0.6970188525907788,1.2038758826637803,-0.090155936767643,0,0.01635359270935593,0.0007250542148702743,0.007087688314222782,0.13045129884817955,0.06928492326405994,0.024964778590349238,0.008995321647248648,0.0,0.0,0.013697955532061936,0.03868774058789317,0.0,0.0,0.0,-0.21166297539993822,0.002884259980533333,0.0,0.0,0.004957199730958003,0.0020172801293789175,0.16976136268801129,0.02819476852894941,-0.02327385242491676,-0.010754753579853619,-0.04314935101850589
B0.263C0.227Hf0.046N0.130Nb0.014Si0.040Ta0.069Ti0.188Zr0.023,0.04634646305794312,0.023210745409807595,0.06868733344549706,0.014255353662657374,0.18760342315371084,0.22692703709487042,0.2628436606652385,0.12972999927693277,0.040395984233342355,2382.507468848105,0.5778173607318514,1.2313902457199026,0.2720808164269468,0,0.016829872712392977,0.05149588016465669,0.015587013064734045,0.001631835542180444,0.004717949775852899,0.0009791622304104349,0.000203215108047439,0.03519504437899029,0.0105172655415659,0.00301112998523141,0.0009376209056187111,0.0006606852219042641,0.004354415292829186,0.0031834149620803506,-0.00422866792455371,0.0052671456846110016,0.002147994637981286,0.0018722109909598541,0.018054030164148315,0.00610079729028271,0.16044736557941736,0.0015942842094819945,-0.023146419833875977,-0.18249212129625883,-0.002668078663214479
B0.015C0.141Hf0.127N0.017Nb0.085Si0.015Ta0.109Ti0.109Zr0.381,0.12709716634235044,0.3812204426612097,0.10938797587325684,0.084579574333497,0.10937248670669271,0.14050954577527297,0.015477801557071005,0.016880460789793925,0.015474545960855532,2568.0699365748155,0.16938641466086987,1.256166609200542,0.4929509398330483,0,0.0002849499564757701,0.01974293245397353,0.015370054803227838,0.00023946157269463025,0.01196572926564822,0.009251988436562903,0.0071537043944355444,0.011962340848405674,0.017858365112087972,0.006435176734610433,0.00589921326117858,0.010749824228229662,0.041695027797282666,0.01390290176541634,0.14631493352585973,0.05356511123857507,0.016153689692255096,0.0019667709420592024,0.0016930853832959403,0.0059004543610089695,0.025649340307617022,0.0417009325842167,-0.04913782469646445,0.081391467257592,-0.0998152634885175
B0.037C0.153Hf0.469N0.127Nb0.087Si0.079Zr0.048,0.46923863677216787,0.047715638195006474,0.0,0.08665490157079134,0.0,0.152903109179513,0.03682244737089074,0.12741941654192832,0.07924585036970223,2391.9498074174294,0.31249570771274093,1.1030071908772425,-0.29289587424806296,1,0.016235707711885435,0.02337936079676207,0.0,0.006279904800817236,0.0,0.0,0.007509071966243535,0.0,0.07174804650962063,0.006079898778733475,0.0037812663246963316,0.04066182788270452,0.0,0.0,-0.03950638310276602,0.007295869436501215,0.2201848982398025,0.03718521479733027,0.0,0.00175700657620409,0.06174813559769095,0.0,-0.07910763179915037,-0.16828438091243356,0.08510690383302587
B0.092Hf0.155N0.058Nb0.068Ta0.015Ti0.317Zr0.294,0.15528156686408234,0.29424727165311887,0.014989140105206765,0.06809338514062552,0.31690560688578745,0.0,0.092159399618313,0.05832362973286613,0.0,2099.9651111255016,0.2652581132854749,1.10999284252313,-0.05234419461705353,0,0.003401645785216466,0.0,0.0,0.0,0.00022467432109351786,0.0010206612901106403,0.00463670909990956,0.10042916367564926,0.0,0.01716156892180258,0.0,0.010573647537715752,0.0932486101977188,0.0023275371614817626,-0.061678867463025575,0.0,0.024112365007764477,0.0,0.0013813901528906324,0.027117651894878084,-0.03765037897070412,0.004410513580383434,-0.019630634971010648,0.07329502572643624,-0.04111451399608029
B0.022C0.233Hf0.051N0.017Si0.016Ta0.315Ti0.326Zr0.019,0.050599101201525866,0.019303609798294888,0.31518380849953065,0.0,0.326439886752048,0.23340488799890524,0.02239060209186292,0.016941323287365754,0.01573678037046666,2887.0947004173668,0.19026616888815476,1.0886594215856982,0.27411001371953314,0,0.0002870084347270412,0.0544778417417815,0.07356544152190135,0.00024764625642830477,0.09934083314026881,0.0,0.0,0.10656299966268992,0.011810077548787417,0.00032702869420607494,0.0003037766677529549,0.0,0.006301468196461107,0.0159480174233501,-0.12308998282970895,0.004505556882945588,0.002560269042402256,0.0007962669425514282,0.007057155241910913,0.00043221944593020706,0.0580797734447726,0.0060841852540154395,-0.1709194117610226,0.029139546067175573,-0.3316481385364496
Hf0.039N0.061Nb0.223Si0.251Ta0.304Ti0.066Zr0.057,0.039058669371154826,0.057122965105906164,0.3038770843038637,0.22278742974523413,0.06576917990530684,0.0,0.0,0.06053508777605353,0.2508495837924808,2389.7827227561593,0.5002320976464375,1.286192957832589,0.056855524922739376,0,0.0036644968520545052,0.0,0.0,0.06292551368886085,0.09234128236501747,0.06769999457053362,0.04963423885248763,0.0043255850254166174,0.0,0.0034579437067144723,0.014329272021808965,0.008701780558468484,0.0037569305687749073,0.011869034565295153,-0.0897689424233427,0.0,0.0015255796530451882,0.009797850955242306,0.0,0.0,-0.06931485347103555,0.01735836008317411,0.11435036683882382,-0.02753220637482366,0.11435591492885108
B0.093C0.015Hf0.445N0.294Nb0.018Si0.089Ta0.029Zr0.017,0.4451524548831716,0.016977644123128938,0.029294348065775962,0.01769619371205452,0.0,0.014898882751634512,0.09261626652730606,0.29414808638120554,0.08921612355572281,1753.5888446057838,0.40409896874212026,1.0358408639103185,-0.4972188707671048,1,0.08652309672172516,0.00022197670724695236,0.0004364530571175673,0.007959516702309998,0.0008581588285988318,0.000518398458040321,0.0003131552718945579,0.0,0.006632274231906646,0.004993941530079498,0.0015146795957741625,0.007877504073009214,0.0,0.01304045095568226,-0.1546599594564212,0.00025294792918947477,0.19816070808851416,0.03971477641599036,0.0027131331482035796,0.0015724060131134612,0.2081929330357816,0.0004973490162798149,0.028279133991687862,0.11610999851815142,-0.012643468781989409
B0.068C0.029N0.040Nb0.136Ta0.672Ti0.025Zr0.030,0.0,0.03006881439898578,0.6724846490136189,0.1358158381776052,0.025150547436483376,0.028549817174153988,0.06755750434894567,0.04037282945020702,0.0,2987.8480930830447,0.2371736269847651,0.9156877241089869,0.26825068602898083,0,0.0016299653578155035,0.000815092060677618,0.019199313781763934,0.0,0.45223560315897027,0.0913340662673573,0.018445941899885444,0.0006325500363548005,0.0,0.001213963115500182,0.0,0.0,0.0007562471429005062,0.0,0.33611470519128644,0.0008584591537346129,0.0,0.0,0.045431384600336765,0.0020313740595271222,0.3539014723550049,0.020220816097357604,0.01337551616754653,-0.09537873762078672,0.02167469648878162
B0.037C0.124Hf0.262Nb0.020Si0.122Ta0.274Ti0.063Zr0.098,0.26242316297908513,0.09788765712291393,0.27408382685096105,0.01967478156847899,0.06306162941405818,0.12362684375848192,0.03730447683302295,0.0,0.12193762147299798,2766.5935948127344,0.29681250643208956,1.2929580338242517,0.17368503567827043,0,0.0,0.015283596497684099,0.033884118438830574,0.01486878353049214,0.0751219441412676,0.005392539424745475,0.00038709702976736054,0.003976769104356008,0.032442547368222,0.0,0.011936188081132493,0.005163118410122861,0.006172955157695592,0.0719259447636411,-0.1532884334005845,0.01210154209301833,0.06886591646794747,0.03199925631309054,0.01022455376906795,0.003651647837380637,-0.09757818043111327,0.026829423665722985,-0.060223255604907315,-0.04190633744068027,0.0668472266741865
C0.186Hf0.013N0.203Nb0.361Si0.092Ta0.015Zr0.129,0.013442307878664498,0.12892821610653335,0.014617182146123436,0.3608405873534531,0.0,0.18644697800198243,0.0,0.20339997302558796,0.09232475548765523,2255.46288484774,0.28488220341805315,1.2276388263187026,-0.07397799545783612,0,0.04137154902680991,0.03476247560607172,0.0027253294380492465,0.008523860475855325,0.00021366201389294974,0.005274472591059588,0.13020592948158502,0.0,0.0025062776813492347,0.026223995678306057,0.011903266027495264,0.004850530270323248,0.0,0.0001964886627267091,-0.010325611791857092,0.02403827627224966,0.0001806956411048056,0.0012410577880874812,0.0,0.0,0.0579308539349225,0.0018845672186039632,-0.17922408828043385,0.04969749680168971,0.13601893863623923
B0.098C0.012Hf0.467N0.024Nb0.340Si0.026Ta0.012Zr0.021,0.46653797686103393,0.021493368212996043,0.011533746083252245,0.33965259830601713,0.0,0.01237745188460304,0.09779533194805246,0.024354738937821464,0.026254787766223676,2515.1946520845286,0.31742556318899107,0.9441224451138078,0.12150920677566268,0,0.000593153308729437,0.00015320131515566334,0.00014275838719468342,0.0006893138806494484,0.0001330272987129365,0.003917466825378473,0.11536388753602862,0.0,0.005774551360937494,0.0005234653717219889,0.0005643038208135093,0.15846083604928268,0.0,0.0053809305633093765,0.01319635402201143,0.00026603313089441493,0.21765768385358664,0.012248855567369819,0.0011279465268162032,0.002101951079071667,-0.06835902548902756,0.0002478990514425414,0.08222609694724423,-0.12365653297541543,-0.044597405131156106
C0.044Hf0.354N0.098Si0.029Ta0.102Ti0.023Zr0.350,0.3539474678297587,0.34972037558423646,0.10226832264807678,0.0,0.0226191643384483,0.044446236047416716,0.0,0.0982100358570836,0.028788397694979335,2278.328492608256,0.19132080687810318,1.0657696579636267,-0.17316682092274904,1,0.009645211143049646,0.0019754678987826853,0.004545442008589794,0.0008287718418442915,0.010458809817251134,0.0,0.0,0.0005116265953697314,0.01573163270354689,0.03434605062608061,0.010067889254356541,0.0,0.007910382647843708,0.03619761384048354,0.02811021658615509,0.015543754363808204,0.1252788099830981,0.010189580467013999,0.0,0.0,-0.07975691995132816,0.03576531620685529,0.004327931056472599,0.01739829669942669,-0.1100988687010338
