Formula,shap_R_16,shap_R_14,shap_R_35,shap_R_17,shap_R_11,shap_R_33,shap_R_12,shap_R_13,shap_R_22,shap_R_31,shap_R_32,shap_R_20,shap_R_28,shap_R_19,shap_R_64,shap_R_29,shap_R_09,shap_R_25,shap_R_36,shap_R_30,shap_R_62,shap_R_26,shap_R_66,shap_R_58,shap_R_68
B0.031C0.605Hf0.014Nb0.091Ta0.058Zr0.201,256.30812709667543,550.1272867940855,120.17759300716969,38.74173805460128,-15.427885586379624,4.246476072628009,-2.3824431957943406,4.536658965771363,2.845410218505311,6.3191166505495895,2.8492018094310336,-1.8796754732043794,1.738665473533533,-2.0176183116762063,-6.771017157303436,0.4901822335136543,0.06157325901959243,2.1688228449185476,0.7944026147866723,-0.4232717536665152,2.9696809789140017,0.1163451043829138,0.3757369482095386,-0.8842276902652542,-0.5822088894826791
B0.017C0.499Hf0.111N0.016Nb0.286Ta0.012Ti0.059,267.98938090324646,493.10977824901016,-30.63745577570514,53.63325825446957,-12.86627687934954,-3.1024464220858623,10.897324971188493,4.528751906255396,8.373104824169284,5.2122498545394125,5.160217566529421,7.29365221436007,1.8945648821556964,-1.6828992883625782,-9.26307692813701,-0.4552259776197282,0.13517475176533245,2.778896951581989,-0.5678556741907765,1.7165338639886425,3.8474082831174994,-0.0269551118732623,0.6470172386481058,0.40920752164841545,1.3240609526347265
B0.085Hf0.043N0.218Nb0.130Si0.026Ta0.454Ti0.044,-140.2344825796765,-66.59324955948388,-46.3576061954766,28.805881080588687,113.29427683738865,27.40306661870617,-0.07818285033506715,5.9865699263022885,-2.6094173359368926,3.557937561714571,3.833083774629117,0.47823778887096086,1.9247308757203787,1.3296805380009384,0.04536749034856153,-0.36787883381910064,-0.7289072063575524,-0.049149728352991584,1.4210098157416637,1.0542715568311702,-0.19194525030989407,-0.2982792094446735,0.49192433882534714,0.1957357989140724,-0.20812725037782642
Hf0.041N0.380Nb0.018Si0.047Ta0.095Ti0.064Zr0.356,-600.7904109563727,-62.016816845694585,-43.483637628201265,16.279746641636358,-14.209182739836535,-8.12748976084238,-4.8831966284813015,1.6703359492381709,-5.570725063019318,-5.0301553899153975,-3.9228104666056325,-2.19404446187506,-0.9615776295927888,1.7150794734319315,0.7107554915183796,-2.963990888418457,-1.006000611995381,-0.2941520987580011,-1.2044839872893172,0.554346205281837,0.9133617232655883,2.043938614925472,-1.4359281373087525,-0.11845058715954247,0.0854470359163193
B0.252C0.036N0.228Si0.121Ta0.062Ti0.020Zr0.280,-200.2283835943486,-70.7884041069823,-44.19507021068228,8.17410902650135,-29.11348854465271,-13.98227581160591,-5.180694204525623,6.099601092049347,-4.345050903954265,-5.656136420312366,-10.817899917040913,-2.23932352220729,0.7881038672771048,-1.5132048472941986,-0.6772728789735312,1.4800861892969586,-1.3921737756737873,0.7831973925645215,0.8297559144555148,-0.9220740366501565,-1.2679864236537948,0.7433275476491427,0.20563861584902776,0.23944376871386605,0.4099543813067304
B0.041C0.284Hf0.279Nb0.124Ta0.148Ti0.072Zr0.053,242.69791425762205,176.6167113174263,147.5611344774985,32.95871531887807,8.632213472916003,9.802437315274796,0.5356512911122276,2.19507637125319,6.746835363532087,8.233900651112815,4.748521606008542,6.892447322946342,1.1899957169413862,11.626082279034286,-0.46957924006878626,0.8628265205142713,0.5944332246775657,1.1817307977911435,0.15356015901000825,1.373821899019512,10.754709593936445,0.7491673055907238,1.7863361171187602,-0.06989904921361063,-1.5079631569529623
C0.034Hf0.323N0.073Si0.078Ta0.454Ti0.022Zr0.016,147.52940779798737,-64.24964857309543,71.56879314820875,27.61138774069614,123.48717478598628,-13.072461633059046,-5.468243798157103,4.170453214688587,5.033768216177533,3.729342995135894,3.894273185523159,-3.0130959161318627,1.9825826604598051,3.1320615232441473,-0.6457869533861071,-0.32049582236350765,2.5020228988077244,-0.42791361860666727,-0.4506457584909429,0.17207715731713263,-0.8964455681100133,0.2885857517515774,0.266824299292966,-0.9775283637007455,1.111138566482635
B0.357C0.071Hf0.010N0.077Si0.130Ti0.039Zr0.316,101.50369180902894,-83.02146468447577,-51.05408323454612,17.644956170481866,-33.26637814934791,-17.643258793069784,-11.683536888170279,5.019681542903229,-7.923427385669156,-10.325931322532186,-9.479143983804965,-2.7233019913831487,0.9727422786168459,-2.065391958922182,-0.587521506654545,1.514983471919481,-1.8400538005626053,0.05275278250955,-0.586150487713542,-0.7043125298753383,-0.3836880001050699,-0.5122727382183497,0.18543969164398055,0.2879741478487267,-0.1233628230999667
B0.011C0.028Hf0.134Nb0.519Si0.074Ti0.063Zr0.171,238.8163124820745,-74.9706590623872,-45.03919649542539,44.31150928544134,-26.97040066231937,-18.648088278120685,37.231817944014,7.659102236497231,-2.902925376834064,6.539512410355147,-2.3540030103178937,9.896649571513294,3.0671992367218364,-1.4589425770729216,-0.331427936803963,0.5339295765379153,0.3860570454414029,-0.7799398214011609,-0.3723355417330095,0.4513403777532717,-0.338348729839087,-0.3185982213196529,-0.09892598490267009,0.16717188199736008,-0.39513080209188656
B0.077C0.543Hf0.107N0.075Si0.043Ti0.115Zr0.040,179.91984829532586,503.29011263523586,-42.793017651572015,15.964841298186325,-15.314510991016045,-9.220708983457914,-5.347197336030717,0.6622948724590512,9.076952890954392,-3.317230140204293,5.812881088042925,-1.9357068960715027,0.9399036538262295,-3.104520084037885,-9.99345182373392,0.9533761007311095,0.021839736257277864,-2.956584475190809,-1.098017002675209,0.18309531708781915,-0.7653094171847359,-0.1833217313029704,0.7165765362952771,0.6063196847799979,0.8161722930344353
B0.045C0.464Hf0.036N0.034Nb0.126Si0.017Ta0.156Ti0.015Zr0.107,232.95435795090197,395.02951823583186,142.29137593205644,36.21707370668008,8.566409201309332,11.824735738708018,0.5703824443028062,4.064072034007656,4.422655168794926,-6.834242275074108,3.4639224259339336,0.4010989897328754,1.1398117965287615,2.7441549013727555,-6.305813260185242,0.5418147017098409,-0.07988370000229417,1.047210787942721,0.19750470179044066,0.6912297399402311,-0.5938785927738468,0.3819360504042052,-0.014751801647101744,0.07776539468282986,1.1044847046222794
B0.028Hf0.142N0.021Nb0.486Si0.060Ta0.074Ti0.105Zr0.084,234.05158396722183,-79.51820925490536,-41.81921493725007,39.288658557817385,-29.147872527696347,28.12079349859707,29.06414047901518,3.1240515123837,-4.624249479123588,2.369502141844446,1.6922536226768288,8.36116472664956,2.5557156720905576,0.9764379885619221,-0.47286459068812403,-0.6323198278951235,0.1708266949806978,-0.5016626848892096,-0.01595664743262902,0.6507690973371822,-0.3626135970486093,0.151440983497297,-0.34949068863242094,-0.5518990478703767,-0.3232384195032456
C0.026Hf0.178Nb0.511Ta0.097Ti0.077Zr0.111,241.09165706728234,-77.0357629092552,-38.627035048771454,45.92673387203306,-23.066535915460257,39.29328805248825,33.86643315847827,6.511619402810006,0.43559896198604076,5.818464477405091,3.306216596757635,9.712263439922165,2.397513561508469,2.011643390124326,-0.3711871476722945,0.02167119570327592,0.4031307270808143,0.8554420201948149,-0.29974456964200313,0.6679046608483631,-0.4222477394192983,0.4345234898510283,-0.1960814116512798,0.6210489627467187,0.2768238924573765
B0.017C0.357Hf0.105Ta0.372Ti0.046Zr0.103,257.1296154555137,316.45259484806655,186.02969530862558,39.48375796242069,37.039871503964434,-7.450775970560496,-2.8764018229425288,3.7301522321013265,5.686335770439046,7.664279936467015,4.728351610775022,-2.201314081536874,1.0856770280824448,6.079585423665822,17.6765588700208,0.8846272525769492,0.011501895757654423,2.1030792511758074,0.1408002338646121,1.152331114859618,-0.984453059660475,0.8597577418012119,0.5572322415234011,-0.4622242453154313,4.059615476047051
B0.035C0.296Hf0.129N0.060Nb0.067Si0.107Ta0.218Ti0.058Zr0.031,189.3124608859804,170.0197603096658,168.6438566629887,10.450893837271611,14.493187236807456,8.301220581920447,-2.833604685406961,2.559385170823316,5.750246165183222,-2.033089522931313,1.4407274603929452,0.5877869551951164,0.8940394203168364,5.282514808926986,-0.826602035307347,0.3714237983416451,0.17368748445086216,-1.76708772841426,0.13798992237332594,0.9322905808135508,-1.2424329390029771,0.49829835258073807,-0.20717480395942456,-0.5707723332050172,-0.7010475632569823
B0.212C0.243Hf0.041N0.101Nb0.248Ta0.037Ti0.017Zr0.103,34.44817519417719,213.18718888824844,-27.406986376421553,28.584759648220075,-14.93434714487863,8.004217257797345,5.255761882941959,3.8898308839941653,2.7560147402451105,-4.284490459667444,5.955731112240503,0.5152141892426226,0.9792937909487915,-3.1993294050208245,-1.3722909000978691,0.9010866780351602,-0.7562274466090338,0.8621937459278813,0.2972728690295644,-2.3126208752228785,-0.9396998894274128,-0.49820295717064467,-0.30630969788654844,0.4510244129074829,-0.6585375513735703
C0.593Nb0.332Si0.023Ta0.010Ti0.042,278.95569774442805,648.4603813229907,-26.29480759042024,49.43476330362592,-13.587586480611439,-4.443376384602138,11.759678613395813,4.729363730862764,-2.2409975323458227,5.203705425406659,3.1732496008276367,-2.0548800192128542,1.7693831827995932,-1.441089072221188,35.07766581205692,-0.16957943508183643,-0.8364012145099528,1.879496346582222,-0.19812276049531605,1.1494234131078875,-0.30400562337845244,-0.1869161217625172,0.21500671310580363,-0.16005592198437824,-0.010945858980651556
B0.136Hf0.312Nb0.153Si0.194Ta0.139Zr0.067,219.34920361838797,-80.08481937657884,-51.19362611209801,-30.994286360968744,7.465402264421493,34.93424399703829,0.5203990898285729,6.972985098802958,-3.3943165946019342,4.291680142056723,-2.0318967108070094,6.62327784415961,2.5797740462218433,3.5702232715383952,-0.6086383893263838,-0.6556290389433088,1.0571634479121141,-0.9332236717727938,1.0997284565586376,-0.5387453458412257,0.8374365317515805,0.392141695226077,0.19768767547055416,0.48116853912166696,-0.2583091055708063
B0.011C0.506Hf0.020N0.029Nb0.048Si0.134Ti0.253,246.3712213008123,466.9158786168917,-40.03031760767455,-11.721826317921783,-16.206233953236588,-10.24794282911622,-5.339659853712003,-6.353458369027209,3.539295736509515,4.684383238246293,4.370131485123698,-2.761394959135119,1.8192462006137333,-2.5159299277543563,-4.746283647818048,-0.5160796297418864,0.01625057196847174,-2.151275840828749,-1.0262767232029675,0.8909835864237222,2.1980020312885573,-0.12047964994304217,-0.2886565910203197,-0.1587803061593268,-0.41656678985578427
B0.029C0.407Hf0.014N0.035Nb0.023Si0.273Ta0.011Ti0.207,209.24242831156124,372.831117400217,-43.89090926664209,-72.34457967787345,-15.66818192004439,-10.551233943901842,-5.571242889749391,-4.388623980956283,-0.37465789044053754,4.160679920406676,5.278986013844147,-2.488558284271579,1.0332704754789543,-2.669729292462675,3.482329792331918,-0.3841927507200765,-0.5492347817868224,-2.448947254948773,-0.6002136316511417,0.8405835935000449,0.3763106446519397,-0.35850424828894933,-0.5086480463063757,-1.7970279834034224,-0.484364725617379
B0.077C0.095Hf0.158N0.031Nb0.010Si0.186Ta0.321Ti0.011Zr0.112,198.62458094078812,-57.443981507798796,148.52318117745574,-31.215410722210112,85.57424065288689,-9.338949848480787,-3.9907904389749067,3.9006704053835914,5.879141514390218,-5.215195295628185,-5.056109862232019,-2.039921514453618,1.2626163931812802,2.4863537801411706,1.4157694078413214,0.7792491823382937,0.7330778603441612,-0.8061909731922781,0.5645484235890178,0.07093490747686412,-1.3696713840781618,0.5996746236466326,0.5011332204274718,0.6972140472242697,-0.3241095024654806
B0.071Hf0.445Nb0.136Si0.026Ta0.091Ti0.087Zr0.144,230.1651827345049,-86.60637612999795,-44.82534399297319,40.96477534558829,-31.835460859140696,18.35528069260409,-3.234326751511703,4.262618949392106,-5.882031171374455,5.689057365274346,2.7746151241047996,9.858640345883465,1.6921402729123247,4.128082266413097,-0.25984113141990156,-0.63732266651624,1.1922528821688365,-0.6182877999047035,0.4002386016829795,-0.4863297792088493,-0.28570688150538615,0.4428623431655183,0.14977258588109138,-0.4499124586777428,0.5165037456975963
B0.195Hf0.085Nb0.522Si0.026Ta0.019Ti0.101Zr0.051,242.69891890822296,-83.41177011097304,-43.52108697592605,40.38978995665345,-28.502742835071142,14.52754120210033,32.887910966883744,3.694476562463208,-4.194534036046134,5.566943404957468,3.717245991173366,9.386563942926466,4.027803442821871,-1.3196665347795318,-0.6044332921837497,-0.5664490077396557,-0.49730053086203974,-0.012435127166181071,0.1282201738865361,-0.05773412018536074,-0.18948647917838463,-0.17340433695940988,0.24215581032244063,-0.22796499318585445,0.7359904608456876
B0.054C0.130Hf0.082N0.214Nb0.019Si0.050Ta0.096Zr0.356,-136.29456450435907,-39.83401530087449,3.4314886206165434,27.36959650944747,-23.924594235614077,-11.33466810201373,-4.0679269596065835,7.920561270977673,1.9416952755820995,-5.813783580360896,-5.514710623708578,-1.713017033129777,2.774457464955377,0.1617961182333592,-1.1946507175347552,1.7730983680531243,-1.2826189827073982,-0.8894878392935439,0.0958905582528276,-0.6717590437793498,-0.4550324412621494,1.1635473271110495,0.0041675414799636976,0.1727890364238059,-0.19970429527999295
B0.193C0.057Hf0.015N0.139Nb0.193Si0.039Ta0.050Ti0.031Zr0.283,-58.59848454326831,-80.20578950687054,-39.56119557583357,33.73019306815025,-32.821041924858264,13.060889624868004,-0.6218483764175118,8.51027169427397,-4.598214164069514,-3.8745600655442223,2.713767429449593,-1.0416740987946211,0.9575844286019848,-1.568346250678228,-0.10676924779649691,1.2222897783181224,-1.7838861666962045,0.23712985692460795,0.7985166244794928,-0.7270846409706568,-0.0020151973714067697,0.8244570641771071,0.2787292352499061,-0.15307949036335708,-0.6842047624191988
B0.113Hf0.152N0.037Si0.115Ta0.091Ti0.135Zr0.356,179.8809789989631,-95.67506784447511,-53.00263472721541,25.397020000305822,-36.82658538621936,-22.291582982933132,-12.712467106598105,-4.397579606192639,-9.276511728379534,-10.549196703640902,-6.462318403368651,-4.598384022461823,-20.598965631795718,1.7331973977890027,-0.5302055719798937,-0.8763792976807058,0.2786997749287701,-1.2686886693540613,0.44687194736161745,-0.8112550159729724,1.2352412721815293,0.46383065324150285,0.44136029602800103,0.210365677463143,-0.20817311007849226
B0.460C0.042Hf0.029N0.125Nb0.063Si0.056Ta0.186Zr0.040,6.4040210446909835,-72.63355358516743,-34.01750349637907,26.39709989641381,26.738012144920244,16.069284369663777,-3.052816675262298,6.55312827080522,-3.0869312126106534,-3.749555410094004,4.518586869081492,-1.4326974060693287,1.9628010458521374,0.08711725472104237,-0.418986167021951,0.04475195980562586,-0.8491698655880101,-0.017704239317385042,0.9427790751384482,-0.546867947676452,-0.7869996449097016,0.3717109261060557,-0.18285642082412729,-0.46919674647038767,-0.19226251599647326
Hf0.116N0.076Nb0.490Si0.019Ta0.141Zr0.158,142.5760669472056,-83.83753988348808,-48.563043670155714,37.7294320360259,8.072007940267735,40.09321575948722,19.017592792336668,5.835767409776314,-2.7350714674110197,-9.08876998371587,3.687005107715634,9.554795261847136,2.5471564077205224,1.891409732817444,-0.26100230487586057,-0.5786962972742962,0.21173156718900965,-0.04100302196719584,-0.6250529799594553,0.4678550017290666,-0.4929253495534393,0.4424426406684585,0.28902397938714025,-0.6127620883850099,0.20383363736058463
B0.053C0.092N0.084Si0.657Ti0.114,26.45231852893344,-96.1171497734392,-62.771617678858476,-154.84550776014615,-45.73748388892551,-18.37066417771847,-10.06837258646522,-5.53654955071311,-8.16066553025165,1.5539643956611926,3.5764313043301112,-1.8535234002534693,1.5790921838442133,-2.075754972495781,-0.47565534890950845,-0.7075662708750798,-1.901623790253981,0.7523635008911391,-1.2352799226535325,0.35893998570792224,-0.0036346246428033656,-0.784941338740074,0.21861255462576012,-1.0493132435292798,-0.7286606825039162
C0.333Hf0.017N0.074Nb0.191Si0.146Ta0.024Ti0.158Zr0.056,151.7102910655581,251.5227485677267,-35.58420642988096,2.8036108513535396,-16.12698492597924,5.565868767709781,1.723971312945618,-1.8920976701802474,-1.4360033568374755,-3.688783861611437,1.0047507746267328,-1.4109388226715769,0.7885658211935488,-4.571124750954246,-1.1225687593570015,0.681194116681103,-0.9899455349708998,0.007431739130235551,-0.3865175414822288,0.7098866285809218,-1.5018180447764637,-0.42381737968722066,-0.2572788306239395,0.8562761405383741,-0.9704392936481366
C0.027Hf0.199N0.280Nb0.295Ta0.146Zr0.054,-431.3955409261923,-37.07317203728937,-8.481380961253938,19.698697877992544,5.462857389856309,15.879861563751696,7.380103782960898,4.63045268137568,0.5317242833180542,-3.8864216558236495,2.117690939622133,4.652382761776195,1.4017322987483258,3.641373365906229,-0.3680087313970255,1.4780225228303305,0.47513655519241726,1.2752797196782508,-0.29623878821438465,0.6984363636062488,0.4625977179342031,5.172948620396377,1.0992323726300521,0.29251890622567983,-0.18931368919722105
B0.109C0.101Hf0.338Nb0.061Si0.019Ti0.020Zr0.352,221.30472065612383,-53.95499607924142,-45.51186491167482,49.7932010161742,-28.97984083644277,-14.029447238092377,-7.710563649431755,9.171734538994158,20.251656290423824,7.696113193559814,1.667387278332011,5.764128213591627,3.5229763636924734,-2.4233632899096276,-0.579196326799119,1.0687026957784003,1.9382153150306634,-0.38452619577516195,-0.41485328533069354,-1.390980341007669,-0.2866535701494581,-0.19192903003573708,0.26138077858856784,-0.5551272929588568,0.5161736981803423
Hf0.016N0.188Nb0.323Si0.038Ta0.077Ti0.358,-105.72287099863551,-94.26180575676221,-48.984914040936644,30.416456813828184,-36.6263777278142,17.464343616288858,9.99501160334255,-13.349355368251002,-4.435421815069444,1.8121066710054317,3.54267072071799,-1.3972472497973094,2.00971229496451,-1.1590909527624342,-0.5125353875348089,-0.7373809463943158,-1.2482242567788013,0.15376294879267446,-0.6822318568548904,0.3908869632361227,0.1125881040794394,-0.43872952134904286,0.04169268892628308,0.05399001400600293,-0.5194271818775535
B0.011C0.046Hf0.048Nb0.053Si0.391Ti0.413Zr0.038,186.5887889321839,-100.58950979979947,-57.40831518045004,-147.77931599303548,-41.87971047359793,-28.1235343241702,-14.145478338057604,-12.707157119305897,-6.096384980057958,3.738808935329929,-3.7860807424001033,-2.0907741026711015,0.0844542198116369,-1.9153713495883933,-0.46752101021521286,-0.2207827877070559,-0.8924670635137744,-1.5137584464999432,-0.7682006847789654,0.12651323027237893,-0.16946625803348792,-0.3323830911763803,0.6293370209796937,-0.13732657688277028,-0.27326802492552077
Hf0.271N0.250Ti0.250Zr0.228,-367.4766599481514,-90.8068007117062,-48.287890509327006,24.535116526244977,-22.12577604000207,-10.037749880305453,-5.039682588877069,-7.777729488499371,-3.9280909790253147,-4.551158672533359,2.4208821180740463,-2.489926717951872,-6.167850828403555,-1.8893003504802965,0.3599641011702366,-4.321848742268037,1.7852472759713558,1.0449816213057845,-0.5589050777438577,0.9322793866028868,-0.174246768479883,-1.3425344703114288,1.2048783627416202,-0.731929147836231,0.7968481933768063
B0.253Hf0.041N0.440Nb0.121Ta0.103Ti0.042,-776.5380101733532,-55.4934646617931,-36.364596599687474,17.670195676834144,-12.251859658219166,8.9440045277134,-1.321803973673507,3.291643722687181,-5.032438742435887,3.2024851458371173,2.386947432171351,-1.1456220025990318,1.6503705663736066,-0.07958279419601175,0.08196837482514904,-1.1201769277067666,-0.25106804642284475,0.27862179439399404,3.8025702805989403,0.9078993053273087,0.6259366332263643,-0.5038680244721327,2.561829666305942,0.403886069818388,0.08693284977326819
B0.014C0.171Hf0.129N0.313Si0.025Ta0.061Ti0.097Zr0.189,-425.0158935467582,36.08249281616828,32.01409738877819,18.808334657300147,-13.571844557818775,-6.360010783898112,-4.261720649081318,-0.09157218538050302,6.70749087685107,-4.984831588398017,1.0977551538987742,-0.9005354353930322,0.26930549952990535,1.2497717386902034,-0.021509162165778802,6.3823107152294005,0.08417043628513182,-0.581579504757616,-0.20289590363938784,0.11428491047989517,-0.032330180024885274,2.5250144004216692,-0.8716791915707265,0.3582051369960528,-0.6184987074141047
B0.404C0.011Hf0.278Nb0.057Si0.098Ta0.120Ti0.014Zr0.018,230.3176364257337,-80.7804712082304,-44.456103333793834,35.38005983776936,-28.136138542289498,13.704217497135211,-8.431546565666213,9.62121490230603,-2.7333240478069962,5.7207916227446,3.9233527308290097,3.6091453717169037,4.53963565892892,4.216180552456743,-0.528888668728395,-0.7986024626292435,1.5718913383062665,-1.0500218073079948,1.4966439170292267,-0.06336809539074123,-0.2949257662404695,-0.22554032015338948,0.24546195174069224,0.697559968317841,-0.3957419027995982
B0.098C0.107Hf0.539Si0.026Ta0.018Ti0.025Zr0.187,223.7541492781664,-45.470962776964264,-42.58666795086357,50.59151617914945,-27.946204341907546,-12.808526124097163,-9.199237893735715,8.885045381510972,24.195623468928698,7.842906922027556,2.149227915675134,-3.958793926213105,4.422035156490214,1.6251128059956716,-0.5036945081004909,1.0623778093362066,2.144004942859884,-0.6505850928872733,-0.16066452858606625,-0.9085905265704969,-0.004653477279548523,0.0029973324324270335,-0.39477693167708305,-0.43791866417169895,-0.14041717305059687
C0.272Hf0.204N0.027Nb0.016Si0.217Ta0.201Zr0.063,207.15732142287024,167.07068784470687,158.45711174730064,-37.684472147132645,13.203411989222774,-2.829855940924321,-3.9215524080297532,3.9115382273941908,6.515192324879734,-2.763591147353575,-3.7596556878203637,-1.3814395842691336,1.2526642909628263,7.886206188034978,-0.9891001493024791,0.7046094524928179,0.37184230231530113,-1.8548329137340254,-0.24543961901961134,0.6426137003342147,-1.807162778930854,1.373958764978813,-0.09972730273351077,0.5982706935194653,-0.05335140641911191
B0.011C0.038Hf0.164Si0.626Ti0.062Zr0.098,168.53859194207377,-101.79330331042314,-62.035715279886176,-194.0143041454602,-42.770278378110675,-28.928112282642942,-18.287271273989315,3.3613066597142303,1.503186627215896,2.89286540908038,-11.866255690416342,-2.761841912104063,0.7371880742434467,-2.0253405580349533,-0.423562904452811,0.5397396260555847,-0.016437888798513822,-1.8971993474432198,-0.6029877487736892,0.2825094581421707,-0.17723114736448597,-0.30126535260306303,0.18297485296540777,0.11684741065938686,-0.3595907925203601
B0.016C0.161Hf0.049N0.055Nb0.173Si0.015Ta0.212Ti0.263Zr0.057,180.16266264714997,4.779994316863871,154.8502057491265,25.06799991771236,32.170679741294656,15.907475888288259,-0.1284289401568735,-6.871181705369086,0.9047931196016614,-4.717933730529106,2.5398132978709387,0.295523913601777,-0.1325309185164024,0.38697900291497206,1.3965093026713744,0.4927927443092759,-0.3920529451661184,0.2512533513187263,0.11982332822240457,0.717240837526079,-1.3341434622126533,0.5292029166816553,0.24041314429756383,0.12758559699679822,-0.30910028215910207
B0.160C0.037Hf0.050N0.078Nb0.087Si0.314Zr0.274,96.42904472741023,-96.14603593238276,-56.86860383130382,-75.74852541292518,-36.04494007348164,-18.031408836272625,-7.843466153290012,6.1983849566506874,-5.642050344071872,-6.045274089012109,-12.437027954207876,-0.8621119525188133,1.3539356809398486,-1.7443546126561853,-0.6443162693626606,1.831398099064953,-1.7474560627386613,-1.3737485331226444,-1.470631172641114,-0.7023794947926183,-0.1834664953575864,-0.5372504073793253,0.1202412635349206,0.16634221099542118,-0.3086019473148893
B0.163C0.170N0.014Si0.203Ta0.196Ti0.206Zr0.048,199.01969951471924,20.790008748646017,149.37830030363784,-37.950170764949185,28.356786576712988,-12.404470120895848,-5.469881482183697,-5.293021874907089,-3.4768760942556804,2.4951510357184614,-1.388477401689193,-2.1536398495730817,0.37492929799926145,-1.928602795170944,-0.5376517621857984,0.42643268996179046,-0.37040918375213405,0.5718400138323835,1.368186084718668,-0.18049454159579864,-1.7690073301973448,0.33688877934887257,-0.4391348837492784,-1.17363911906804,-0.7393087875125465
C0.354Hf0.258Si0.035Ta0.011Ti0.070Zr0.272,237.2728927065531,310.39806470977766,-39.46596435726019,34.26177077371326,-14.511466106939599,-8.806573445910296,-7.337931204569558,3.050911892016621,11.107809303882696,5.702670837676545,0.4275474919849058,-3.2945212630517244,0.6254780608462257,1.3483974735168465,2.1435729448607788,1.0983810190272987,0.8783190905030585,-1.5237254159154623,-0.23680767753777496,2.085042340150616,-1.0350393606245556,-0.5087071030134052,-0.2716177684189869,-1.5476514437538225,-0.857196422006348
B0.029C0.097Hf0.246Si0.376Ta0.023Ti0.229,202.74970824792595,-69.01241927026531,-48.160676985076684,-84.74888079520058,-34.36272102237543,-17.671268033330893,-13.376815141204565,-7.769425173638686,15.463345632249853,4.341096801620895,3.224604230217468,-2.466833219598809,1.9331093759229199,0.9723605085613591,-0.5208635318708645,-0.5761813070595077,1.2186740332602846,-2.175637870755896,-0.5327114295555178,0.5960101556143196,-0.21746727824371212,-0.29717697885877026,0.12369595342659276,-0.18643314058403976,-0.4589584503464685
B0.059C0.106Hf0.244Nb0.120Ta0.288Ti0.061Zr0.123,224.56026043617928,-42.33665008719921,154.0000470196544,29.846334205128944,69.53526127547909,15.247653472590027,-1.1261902841425013,4.874068137673157,7.751449578974736,5.0036186279481765,3.218131952032688,5.706711988566641,1.251052232853749,3.252414855542513,-0.16626145359626796,0.9955260172459504,1.074704687917703,0.6983031295254973,0.5126140688726986,0.12131528262916516,-0.715542176238599,0.41636097003016703,-0.1271357967687477,-0.6283374984172263,-0.42044503972044645
B0.015C0.040Hf0.029N0.056Si0.443Ta0.019Ti0.017Zr0.380,121.10314465879924,-104.65350171492099,-60.99393037757942,-160.05162076317384,-43.78422945826027,-26.37505010758508,-15.063845326071633,4.2011806235131335,-7.318051994341326,-5.038978164534433,-11.202111934511478,-2.0993697726691285,0.4232039823432093,-1.875994942759189,-0.4937801886787199,1.1101017090837386,-1.701336529485238,-1.4028434833003274,-0.8761525118648426,-0.09764945022063833,-0.3519735330923338,0.311114974787678,-0.2917909195647419,-0.07809656498651796,0.33804683361564697
B0.020Hf0.453N0.026Nb0.028Si0.313Ta0.020Ti0.031Zr0.110,192.5073321931638,-97.2517119387108,-54.18693587011933,-85.88695995406401,-36.96622316714305,-22.943584536687155,-14.77488269878609,5.0104514369805715,-7.4204281091836455,-4.211482080931337,-5.770425617823328,1.7776776145264908,1.5311823870575973,1.1720458740146942,-0.3156887876569837,-0.631234826654542,1.6876978854931746,-2.0521388381049848,-0.7296678760888575,0.3468336155554744,0.21013783580295511,-0.17482334938770172,0.09679223652307513,-0.006251798014736375,-0.15740414885784249
B0.288C0.197Nb0.109Ta0.302Ti0.070Zr0.035,232.6205321470374,66.38648640257863,200.70976874231525,26.334251672661935,44.92520807588829,12.344944866460558,-1.1289733625948237,3.308320579573978,-2.6384958406146537,7.390610671126833,4.274884768332223,-2.5508489861305907,1.3783722134710896,-1.584189943187672,-0.9249744382387165,0.5055233112676202,-0.3449148050341364,0.9949021368261418,0.6587149176309143,-0.2267425108587541,-1.0347127969407328,0.5240336956663427,-0.20389767801027467,0.8383469938216906,-0.8469073086728035
B0.062C0.351Hf0.133N0.179Nb0.209Si0.044Ti0.023,-46.57650218814344,297.939187286062,-44.760160774594574,19.92773578231492,-15.665438395048046,-9.201251064369709,1.4687270925536933,4.934726732078785,10.545386388554556,3.974291794862999,5.331065949858387,2.5109731874789305,1.3966760243485847,-2.392792907291117,-0.7751135087182566,-0.4389079593745198,-0.016152475370308693,-0.6354614917411872,-0.38071984841783835,0.8211234444298092,-0.3524676581029729,-0.6325165725640538,0.751844583802801,1.474163482147812,-1.2287477488618601
B0.024C0.048Hf0.064N0.690Si0.015Ta0.047Zr0.111,-1384.6888746980887,-42.470331429102835,-23.296005204330534,19.659184971189987,-15.470795862447874,-8.452142751452932,-4.605374455682473,3.6571214138952044,-2.021190283418437,-4.858587921598821,1.89935007353159,-1.5438632151565297,1.589893617658371,-0.4180740874550377,-0.21970969761740283,0.3821202871846066,-0.5740443325859443,0.2956903127336505,-1.0905471328180276,0.8734081736061331,-0.09731446388750928,0.07014770091830243,1.1403521200149782,0.2662756347951298,0.11504727548357187
